0	dwarf_remains
1	toolkit
2	cannonball
3	nulodions_notes
4	ammo_mould
5	instruction_manual
6	cannon_base
8	cannon_stand
10	cannon_barrels
12	cannon_furnace
14	railing
15	holy_table_napkin
16	magic_whistle
17	grail_bell
18	magic_gold_feather
19	holy_grail
20	white_cog
21	black_cog
22	blue_cog
23	red_cog
24	rat_poison
25	red_vine_worm
26	fishing_trophy
27	fishing_pass
28	insect_repellent
30	bucket_of_wax
32	lit_black_candle
33	lit_candle
35	excalibur
36	candle
38	black_candle
39	bronze_arrowtips
40	iron_arrowtips
41	steel_arrowtips
42	mithril_arrowtips
43	adamant_arrowtips
44	rune_arrowtips
45	opal_bolt_tips
46	pearl_bolt_tips
47	barb_bolttips
48	longbow_u
50	shortbow_u
52	arrow_shaft
53	headless_arrow
54	oak_shortbow_u
56	oak_longbow_u
58	willow_longbow_u
60	willow_shortbow_u
62	maple_longbow_u
64	maple_shortbow_u
66	yew_longbow_u
68	yew_shortbow_u
70	magic_longbow_u
72	magic_shortbow_u
74	khazard_helmet
75	khazard_armour
76	khazard_cell_keys
77	khali_brew
78	ice_arrows
83	lever
84	staff_of_armadyl
85	shiny_key
86	pendant_of_lucien
87	armadyl_pendant
88	boots_of_lightness
89	boots_of_lightness
90	childs_blanket
91	guam_potion_unf
93	marrentill_potion_unf
95	tarromin_potion_unf
97	harralander_potion_unf
99	ranarr_potion_unf
101	irit_potion_unf
103	avantoe_potion_unf
105	kwuarm_potion_unf
107	cadantine_potion_unf
109	dwarf_weed_potion_unf
111	torstol_potion_unf
113	strength_potion_4
115	strength_potion_3
117	strength_potion_2
119	strength_potion_1
121	attack_potion_3
123	attack_potion_2
125	attack_potion_1
127	restore_potion_3
129	restore_potion_2
131	restore_potion_1
133	defence_potion_3
135	defence_potion_2
137	defence_potion_1
139	prayer_potion_3
141	prayer_potion_2
143	prayer_potion_1
145	super_attack_3
147	super_attack_2
149	super_attack_1
151	fishing_potion_3
153	fishing_potion_2
155	fishing_potion_1
157	super_strength_3
159	super_strength_2
161	super_strength_1
163	super_defence_3
165	super_defence_2
167	super_defence_1
169	ranging_potion_3
171	ranging_potion_2
173	ranging_potion_1
175	antipoison_3
177	antipoison_2
179	antipoison_1
181	superantipoison_3
183	superantipoison_2
185	superantipoison_1
187	weapon_poison
189	zamorak_brew_3
191	zamorak_brew_2
193	zamorak_brew_1
195	potion
197	poison_chalice
199	grimy_guam_leaf
201	grimy_marrentill
203	grimy_tarromin
205	grimy_harralander
207	grimy_ranarr_weed
209	grimy_irit_leaf
211	grimy_avantoe
213	grimy_kwuarm
215	grimy_cadantine
217	grimy_dwarf_weed
219	grimy_torstol
221	eye_of_newt
223	red_spiders_eggs
225	limpwurt_root
227	vial_of_water
229	vial
231	snape_grass
233	pestle_and_mortar
235	unicorn_horn_dust
237	unicorn_horn
239	white_berries
241	dragon_scale_dust
243	blue_dragon_scale
245	wine_of_zamorak
247	jangerberries
249	guam_leaf
251	marrentill
253	tarromin
255	harralander
257	ranarr_weed
259	irit_leaf
261	avantoe
263	kwuarm
265	cadantine
267	dwarf_weed
269	torstol
271	pressure_gauge
272	fish_food
273	poison
274	poisoned_fish_food
275	key
276	rubber_tube
277	oil_can
278	cattleprod
279	sheep_feed
280	sheep_bones_1
281	sheep_bones_2
282	sheep_bones_3
283	sheep_bones_4
284	plague_jacket
285	plague_trousers
286	orange_goblin_mail
287	blue_goblin_mail
288	goblin_mail
290	research_package
291	notes
292	book_on_baxtorian
293	a_key
294	glarials_pebble
295	glarials_amulet
296	glarials_urn
297	glarials_urn
298	a_key
299	mithril_seeds
300	rats_tail
301	lobster_pot
303	small_fishing_net
305	big_fishing_net
307	fishing_rod
309	fly_fishing_rod
311	harpoon
313	fishing_bait
314	feather
315	shrimps
317	raw_shrimps
319	anchovies
321	raw_anchovies
323	burnt_fish
325	sardine
327	raw_sardine
329	salmon
331	raw_salmon
333	trout
335	raw_trout
337	giant_carp
338	raw_giant_carp
339	cod
341	raw_cod
343	burnt_fish
345	raw_herring
347	herring
